Namuna,Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
TSPD-2002,0-20 sm,Gill,28.654068905087,2.76,6.7764996211927,1.01451958338653,30.96,22.4987232802397,162.649766306022,1.97,309.61,499.38,0.83,6.64,,87.4,0.59,,Kartoshka
NTTM-115,0-20 sm,Gill,27.0039888729252,2.7724,7.13189410322115,1.06733639156961,59.68,24.7884321355823,264.183238530863,0.91,345.81,382.88,1.87,10.05,1.59,78.42,0.46,1369189809.13,Kartoshka
NTXM-154,0-20 sm,Gill,20.4690664401566,2.7848,7.28580573021408,1.12015319975269,13.46,17.4615235755053,244.771547688911,0.71,345.11,428.88,1.35,,2.15,98.45,1.22,210294384.49,Kartoshka
NMNX-1592,0-20 sm,Gill,21.1611418919041,2.7972,7.1505335343324,1.17297000793577,35.87,17.9412289182103,234.268826760525,1.27,340.77,31.3,1.67,8.72,1.9,37.51,0.63,702077568.14,Kartoshka
NMNX-1231,0-20 sm,Loyqa,29.0922539563431,2.8096,6.1210655276955,1.22578681611885,39.86,15.6168502861616,204.30342325216,1.92,363.45,38.63,2,5.92,2.79,37.08,0.73,465288143.18,Kartoshka
NMNX-136,0-20 sm,Gill,38.5434739124723,2.822,6.39257485225924,1.27860362430193,34.94,27.2527782719113,294.24091247986,2.09,345.28,36.13,1.39,10.58,1.44,20.35,,190478366.8,Kartoshka
NMNX-137,0-20 sm,Gill,34.3034364116385,2.8344,6.81208546461233,1.33142043248501,42.18,27.2595607655164,182.936596194451,0.42,345.35,32.12,0.53,8.35,2.21,32.31,1.26,1659031842.25,Kartoshka
NTXM-146,0-20 sm,Gill,32.288008394579,2.8468,7.07985776721761,1.38423724066809,47.94,27.4189165447207,201.801625290994,0.72,335.99,,2.48,8.28,,27.54,0.67,239599177.96,Kartoshka
NMNT-138,0-20 sm,Gill,39.104921277903,2.8592,6.01038916883533,1.43705404885117,26.23,26.5492137374562,201.730416719698,,319.57,35.01,2.67,7.19,1.45,20.3,0.54,370199852.75,Kartoshka
NMNX-739,0-20 sm,Gill,22.0584047612094,15.1444828606576,6.85068986406415,1.48987085703424,18.88,19.0039880448544,226.095570559833,0.82,282.16,39.91,0.85,,1.11,32.93,0.82,1557124995.8,Kartoshka
NTXM-146,0-20 sm,Gill,22.6585174198363,14.5543673199193,6.29096401025706,1.54268766521732,23.74,17.5520203468264,273.157035737765,1.38,288.15,36.77,0.62,7.27,1.38,21.82,0.62,643183963.86,Kartoshka
NMNT-139,0-20 sm,Gill,30.0936130574192,0.67,7.17416752504372,1.5955044734004,59.82,15.0736524164729,189.57845797199,1.38,416.09,32.91,2.28,8.08,0.8,21.79,0.72,,Kartoshka
NTTM-108,0-20 sm,Gill,27.8789795202332,0.6865,6.70848236447848,1.64832128158348,42.37,28.7616393599546,212.625501056782,1.66,353.14,30.05,3.41,7.91,1.35,26.21,0.7,111941046.74,Kartoshka
NMNX-861,0-20 sm,Gill,31.5089559246004,0.703,7.00933269496932,1.70113808976656,38.94,18.4489464214476,183.241033289341,1.89,312.17,39.48,1.19,7.88,2.5,59.31,1.09,76707220.88,Kartoshka
NTXM-147,0-20 sm,Gill,22.3444079190034,0.7195,6.6818670483529,1.75395489794964,22.68,29.0844562659628,239.090760639781,1.03,281.03,37.61,3.9,7.73,2.15,49.42,,478283511.63,Kartoshka
NMNX-139,0-20 sm,Gill,29.138483304687,0.736,6.64518212056473,1.80677170613272,53.53,25.8809537448477,203.65502396946,0.75,362.1,42.86,0.68,7.33,1.72,14.65,0.85,612975373.9,Kartoshka
NMNT-140,0-20 sm,Gill,27.567835391312,0.7525,7.37678222393816,1.85958851431579,54.74,15.6486894491427,250.018450932351,0.63,364.85,33.9,2.77,7.22,1.89,28.09,1.02,,Kartoshka
NMNX-862,0-20 sm,Loyqa,30.467515392166,0.769,6.02823640159594,1.91240532249887,24.46,29.7357654763563,275.868174025404,1.22,320.19,43.05,2.45,8.26,2.5,40.18,1.04,,Kartoshka
NMNX-140,0-20 sm,Gill,27.2584363827191,0.7855,6.69595800029289,1.96522213068195,27.43,29.3695841897536,263.264638744456,1.25,331.56,,3.14,6.61,2.52,57.03,0.91,,Kartoshka
NTXM-149,0-20 sm,Gill,35.0618445152195,0.802,6.6108256897775,2.01803893886503,24.2,29.3167659854841,157.769113370059,1.48,374.69,39.13,0.94,10.07,3.35,18.65,0.76,2794514490.96,Kartoshka
NTTM-110,0-20 sm,Gill,33.9403459900431,0.8185,6.9347666143237,2.07085574704811,26.15,19.6017547367527,280.308847896118,0.56,377.71,30.01,3.79,7.39,1.33,26.19,1.24,,Kartoshka
NTXM-149,0-20 sm,Gill,29.244895153704,0.835,6.53225280249395,2.12367255523119,43.16,18.8796126014319,155.547704023745,3.24,,32.23,0.87,,,18.48,,718204758.83,Kartoshka
NMNX-141,0-20 sm,Gill,27.2244203264617,0.8515,6.25236297216594,2.17648936341427,34.36,15.0695313485778,153.692391278729,0.6,305.72,34.37,1.91,9.24,1.57,7.24,0.41,865736865.02,Kartoshka
NMNX-864,0-20 sm,Gill,31.7694908582891,0.868,6.71878734095083,2.22930617159735,38.01,26.917966745365,175.275587131388,0.66,324.8,34.15,2.56,8.67,1.43,13.96,0.99,2195407546.91,Kartoshka
NMNX-142,0-20 sm,Gill,35.4439574419451,0.884499999999999,6.86232115030729,2.28212297978043,27.5,17.6106703414756,246.664299265736,1.01,360.15,38.62,0.77,10.67,2.11,15.86,1.03,662568820.18,Kartoshka
NTXM-151,0-20 sm,Loyqa,30.9967131807162,0.900999999999999,7.25383623935531,0.370607615353614,57.29,21.1515790908144,281.150057376646,1.01,,35.8,1.01,,2.64,14.51,1.04,659208253.04,Kartoshka
NMNX-865,0-20 sm,Gill,37.2089195953656,0.917499999999999,6.47834454556367,0.484248955829354,19.34,17.9702011150882,187.597524954315,0.85,296.21,38.26,3.51,7.84,2.89,11.32,0.83,231972208.63,Kartoshka
NTXM-152,0-20 sm,Gill,32.9863067662326,0.933999999999999,6.40834261430094,1.39173819624654,36.12,21.6066762001563,220.358853224298,1.52,372.43,40.91,1.29,9.94,2.11,17.11,0.39,99958656.21,Kartoshka
NMNT-144,0-20 sm,Gill,26.6964288514396,0.950499999999999,6.35632258156511,0.278733885411993,19.85,28.1067633246904,258.680812713045,0.73,274.08,33.97,3.47,,,13.7,0.21,483007088.65,Kartoshka
NMNX-866,0-20 sm,Gill,34.0088877723268,0.966999999999999,7.43020560459093,0.506604258757642,53.72,22.8521144787388,286.16794672413,0.98,348.22,36.24,3.26,7.25,1.77,13.35,0.8,1059028191.21,Kartoshka
NTXM-152,0-20 sm,Gill,33.9336349681238,0.983499999999999,6.77340128350166,0.219564594802986,24.49,27.5398767414859,222.260614671489,1.56,296.1,33.39,2.7,6.94,2.12,9.77,0.7,163876549.27,Kartoshka
NTTM-114,0-20 sm,Gill,35.9788097227931,0.999999999999999,6.26577556378362,0.349435984096128,25.04,20.2354531628744,266.138612586906,1.65,270.3,,3.66,9.14,1.32,12.13,1.2,1837721124.66,Kartoshka
NMNX-987,0-20 sm,Gill,21.3310118858962,1.0165,6.02916243239404,0.414708036985073,58.29,22.3623353029823,235.315855188274,1.25,357.49,,3.13,7.23,,9.88,0.59,1441666452.3,Kartoshka
NTXM-153,0-20 sm,Gill,20.7052822720068,1.033,7.32418413193786,0.544023696989282,13,26.1323110608417,186.816732105598,1.99,295.13,,1.33,6.61,2.32,7.42,0.51,,Kartoshka
TSPD-2002,0-20 sm,Loyqa,37.8051995757878,1.0495,7.39813786483431,0.225442435918441,50.76,19.2382434583826,247.403202639095,1.04,335.28,,2.65,8.14,2.8,12.12,0.61,138317936.31,Kartoshka
Karta-113,0-20 sm,Gill,29.4865542870121,1.066,6.37585129393725,0.573201240086909,24.59,21.7771654303371,270.394716914573,1.25,301.33,37.51,3.89,6.54,2.15,11.54,1.1,112978409.56,Kartoshka
NMNX-1229,0-20 sm,Gill,22.3942231466705,1.0825,7.26487174960574,0.541841500320963,37.77,27.7224678849549,220.789503945511,0.64,317.17,32.16,2.13,9.53,2.7,11.56,1.32,1056013257.59,Kartoshka
TSPD-2003,0-20 sm,Gill,24.6478965825433,1.099,6.9513167162709,0.368652022053409,50.28,28.693045721755,249.504595099445,1.45,333.76,35.41,0.83,,3.24,8.01,0.9,469308849.05,Kartoshka
Karta-114,0-20 sm,Gill,37.9473357843868,1.1155,7.04118185564664,0.547298714854482,24.65,22.0645293470153,274.950906300457,1.41,329.85,36.04,2.8,9.43,1.62,22.5,0.6,1830669841.11,Kartoshka
NTTM-116,0-20 sm,Gill,33.5120153479867,1.132,6.31981072627871,0.542189717529046,64.37,26.5597813149189,227.602703847615,0.96,394.4,43.81,1.35,6.54,,13.92,1.07,,Kartoshka
NMNX-1592,0-20 sm,Gill,33.6686420045505,1.1485,6.23954016671745,1.4656481201348,49.7,17.1023503827305,160.145137838018,0.85,365.48,42.81,1.09,8.88,1.51,19.87,0.62,2480471560.51,Kartoshka
NTXM-155,0-20 sm,Gill,26.7327654033516,1.165,6.18148093975495,0.264784158004128,11.47,20.7030157232605,205.241446713251,1.41,271.74,30.1,2.63,8.22,2.06,18.94,1.08,832621090.74,Kartoshka
TSPD-2004,0-20 sm,Gill,20.9608890611775,1.1815,7.25476711784216,0.285864630568641,45.9,29.7912342886445,209.262853309696,1.04,368.9,38.21,0.88,7.17,1.12,90.77,1.02,76059566.37,Kartoshka
,0-20 sm,Gill,32.7815128054969,1.198,7.26416186722293,0.473778915684263,26.13,19.0135274874339,185.234506111428,2.26,,38.58,3.54,7.8,1.02,78.82,0.77,2843315109.83,Kartoshka
TSPD-2005,0-20 sm,Gill,39.74480765277,1.2145,6.47424918888811,0.370195275654539,33.29,28.531235000905,217.501188471527,0.61,332.12,34.73,3.93,8.76,3.03,106.18,0.97,1433826750.13,Kartoshka
,0-20 sm,Gill,32.9236501631164,1.231,6.99033323004252,0.236140896959514,33.49,16.9123974231352,279.913236746407,1.08,296.75,41.98,1.39,7.43,2.37,65.7,0.33,56105242,Kartoshka
NTTM-118,0-20 sm,Gill,33.2409504667563,1.2475,6.11830340792661,0.43646750755874,27.31,24.654604179004,178.873608839731,1.04,,31.7,1.81,8.12,1.37,50.05,0.48,1980879387.62,Kartoshka
NMNX-1232,0-20 sm,Gill,38.0591001414405,1.264,6.02562901972502,0.349014464071891,26.06,18.3864178243805,223.18413850749,2.12,311.86,38.33,1.49,,0.93,6.6,1.11,606826758.45,Kartoshka
NMNX-137,0-20 sm,Gill,21.8857901628255,1.2805,6.33368477053976,0.366259188707715,19.03,23.746301610259,298.864701095317,0.81,294.48,32.69,3.43,7.18,1.45,52.9,1,1603611557.28,Kartoshka
NMNX-138,0-20 sm,Gill,23.7344959072922,1.297,7.19626043845462,0.453747301716865,35.61,20.6874601275617,216.289028159252,1.07,356.68,39.37,1.86,7.18,2.24,25.94,0.96,538380680.14,Kartoshka
NMNT-139,0-20 sm,Gill,21.0282753335347,1.3135,6.26665862475535,0.287369379991157,48.02,15.7230328083328,290.041126166093,1.57,329.66,37.45,1.29,9.72,1.36,26.87,0.59,292974876.89,Kartoshka
,0-20 sm,Gill,30.1343520731332,1.33,6.87372233298131,0.285663606687001,30.19,23.5719649378672,250.88485150383,1.48,355.43,30.76,3.37,6.18,1.42,18.97,0.43,1581836184.25,Kartoshka
NMNX-981,0-20 sm,Gill,25.0110987250786,1.3465,7.09570772912735,0.425017739467999,20.61,19.7712053927727,191.874426540181,2.24,277.54,38.48,2.11,9.26,1.65,24.5,0.53,,Bug'doy
NTXM-147,0-20 sm,Gill,33.2222784682282,1.363,7.33057394072763,0.564371872248997,51.04,21.1630682401485,258.96682608498,0.84,369.91,31.96,1.32,8.27,1.72,33.61,1.15,2709028365.9,Bug'doy
NMNX-982,0-20 sm,Gill,36.9279051383209,1.3795,7.09237385969917,0.703726005029995,59.5,29.9011599172148,263.616774593623,0.89,424.04,41.25,2.65,8.2,1.74,38.61,1.17,475616543.84,Bug'doy
,0-20 sm,Gill,28.4530221229266,1.396,7.24908200481388,0.843080137810993,30.57,19.6512904981845,234.333312666992,1.79,334.49,30.73,0.76,8.49,1.82,50.69,0.84,383231133.13,Bug'doy
NTXM-148,0-20 sm,Gill,21.2799495045499,1.4125,7.00260401580756,0.982434270591991,41.08,27.1193186555508,154.594234711631,1.31,285.9,38.92,1.04,7.86,1.78,47.41,0.79,749912197.82,Bug'doy
NMNX-140,0-20 sm,Gill,20.562513789008,1.429,7.40766160776457,1.12178840337299,19.02,24.6888326114158,224.085367059373,1.92,278.67,41.42,3.99,,2.32,54.96,1.1,,Bug'doy
NTXM-149,0-20 sm,Gill,33.0109330879438,1.4455,6.41958422267713,1.26114253615399,12.28,16.2327883780285,162.924381525715,,323.29,31.19,2.55,6,,44.47,1.22,295648291.42,Bug'doy
NTTM-110,0-20 sm,Gill,33.6314615342116,1.462,6.28503722755967,1.40049666893498,48.81,26.679437440333,257.32421988027,,377.98,32.06,2.58,9.79,1.48,33.2,0.81,389840294.93,Bug'doy
NTXM-149,0-20 sm,Gill,24.0592543876716,1.4785,7.33305542686348,1.53985080171598,42.11,25.2643015935654,259.314795738058,0.65,352.37,33.45,3.15,8.75,1.33,50.61,0.59,111918275.91,Bug'doy
NMNX-141,0-20 sm,Gill,29.9978914190207,1.495,7.25573395537495,1.67920493449698,25.22,29.5926268222103,264.734014633654,1.39,318.15,34.96,0.98,8.79,2.86,61.65,1.16,1750306368.88,Bug'doy
NMNT-142,0-20 sm,Gill,23.4655177923045,1.5115,6.09123834906435,1.81855906727798,40.41,17.7385642017732,207.241911757285,1.6,347.28,30.54,0.51,7.35,2.2,37.2,0.63,,Bug'doy
NMNX-984,0-20 sm,Gill,32.8152899404552,1.528,7.27578219597391,1.95791320005898,42.5,24.4797293428732,231.745619993879,0.81,,36.73,3.93,6.98,2.99,33.73,0.82,,Bug'doy
NMNX-1105,0-20 sm,Gill,27.9085575805706,1.5445,6.46913460886012,2.09726733283997,26.6,28.7606253518323,257.663081510301,2.06,320.92,32.54,2.52,9.67,,26.06,0.59,123953348.28,Bug'doy
NTXM-150,0-20 sm,Gill,39.5985387217062,1.561,7.39804024526145,2.23662146562097,14.67,26.0838607626684,193.03687719194,1.37,322.42,43.34,3.67,5.72,2.48,34.91,0.76,1955182350.53,Bug'doy
NTXM-151,0-20 sm,Gill,20.0574778246738,1.5775,7.24293981721069,2.37597559840197,20.96,15.4405291737348,242.562386404038,2.23,325.65,31.73,3.77,10.91,2.9,20.65,1.07,,Bug'doy
NMNT-143,0-20 sm,Gill,23.9719515392712,1.594,6.22517642916725,2.51532973118297,35.9,18.6701400880459,185.491000494205,0.74,327.99,34.4,0.92,10.02,1.5,28.7,1.2,418132952.04,Bug'doy
NTTM-112,0-20 sm,Loyqa,37.0415197333346,1.6105,6.70222263427939,2.65468386396396,12.49,22.1171488246311,284.771820800464,1.85,287.9,38.29,1.58,6.18,2.91,25.84,0.6,2923685792,Kartoshka
NMNX-985,0-20 sm,Gill,20.2026998864558,1.627,6.95952169811349,2.79403799674496,53.36,18.123799731964,250.40408207509,2.04,345.05,34.83,3.91,7.08,0.93,25.09,1.05,1282655172.83,Kartoshka
NMNX-1106,0-20 sm,Gill,28.5767762427425,1.6435,7.47914248615297,2.93339212952596,22.71,29.8106160691959,238.848281329948,2.05,314.86,35.29,2.25,,2.2,22.39,1.07,424485391.34,Kartoshka
NTXM-152,0-20 sm,Gill,22.0769380612814,1.66,7.48643047884993,3.07274626230696,42.84,15.456896064988,280.758191324845,1.44,362.94,35.04,1.32,6.63,1.72,25.17,1,,Kartoshka
,0-20 sm,Gill,29.140835427521,1.6765,6.97711354422948,3.21210039508796,26.76,21.7519138036783,296.471372475594,,330.07,35.88,3.55,,2.37,25.76,1.34,721402129.9,Kartoshka
,0-20 sm,Gill,21.255556278461,1.693,7.4017084276486,3.35145452786895,39.35,29.7815078290527,271.23678109583,2.05,,31.2,1.96,10.23,1.2,37.36,0.84,2138243236.95,Kartoshka
NTXM-153,0-20 sm,Gill,39.2571416991753,1.7095,6.11384806813332,3.49080866064995,19.63,18.014645504008,181.079900250401,1.41,318.83,43.26,0.52,6.33,2.31,63.39,0.67,69810882.21,Kartoshka
NMNT-145,0-20 sm,Gill,34.8866134798845,1.726,7.04966498867148,3.63016279343095,24.98,23.5395444603268,281.897260202022,1.52,281.9,38.86,3.41,10.23,0.7,18.85,1.17,1854897370.85,Kartoshka
NMNX-1108,0-20 sm,Loyqa,26.6332166090078,1.7425,6.45573829886702,3.76951692621195,48.5,21.2542271061943,179.333555093882,1.81,359.04,40.35,0.96,9.61,2.03,30.02,0.81,852036463.64,Kartoshka
NTTM-115,0-20 sm,Gill,39.3957771915309,1.759,6.06814636216384,3.90887105899295,53.12,15.1772083381211,272.140765364187,2.02,372.45,37.4,1.35,7.88,2.84,17.1,0.87,,Kartoshka
TSPD-2003,0-20 sm,Gill,21.7126837860597,1.7755,6.11526083670925,4.04822519177394,16.31,22.1038065476858,223.126414548249,1.44,295.3,42.1,2.18,6.93,2.48,11.84,0.91,908318758.09,Kartoshka
,0-20 sm,Gill,21.9230757317366,1.792,6.75966787448752,4.18757932455496,55.46,16.5317742938862,152.500098361973,,395.49,42.62,3.43,10,1.18,8.93,1.13,85479772.61,Kartoshka
TSPD-2004,0-20 sm,Gill,25.8746788674862,1.8085,6.1315973106791,4.32693345733596,39.33,29.9652403226114,254.451261729137,1.57,359.32,35.06,0.98,8.68,,8.92,0.97,1338731384.96,Kartoshka
Karta-115,0-20 sm,Gill,36.7036723653415,1.825,6.29591367532563,4.46628759011696,11.97,28.4805653802468,275.847597571262,0.63,310.24,37.65,3.92,8.6,1.23,18.3,0.6,,Kartoshka
NMNX-1713,0-20 sm,Gill,35.118542978738,1.8415,6.13600857097614,4.60564172289796,16.46,27.8014391351023,263.649877267848,1.78,269.56,42.74,1.44,8.73,1.94,12.35,1.12,537129676.96,Kartoshka
NTXM-156,0-20 sm,Gill,38.2467995487245,1.858,6.12295678750033,4.74499585567896,54.45,25.8381894843009,227.160031382018,0.62,371.64,38.37,1.56,9.36,0.94,8.13,1.14,129214148.67,Kartoshka
NTTM-118,0-20 sm,Loyqa,33.2499593445648,1.8745,6.23625682702191,4.88434998845996,45.63,27.2396315315443,278.520428719399,2.41,341.69,30.51,2.38,9.51,2.4,9.67,,1437459127.68,Kartoshka
NMNX-1955,0-20 sm,Gill,34.0241164170256,1.891,6.61674987644399,5.02370412124096,14.7,17.6182400769493,295.984524410761,1.8,321.54,42.4,1.22,8.02,1.71,8.53,1.05,2632120346.97,Kartoshka
NTXM-157,0-20 sm,Gill,27.7322201063906,1.9075,6.98377933070626,5.16305825402196,49.11,20.1922454475368,269.859547390928,1.24,355.45,31.73,0.69,7.61,,9.24,1.18,232468917.15,Kartoshka
Karta-117,0-20 sm,Gill,35.1031331248784,1.924,6.28964591250161,5.30241238680296,42.26,17.9323911151316,242.672704948098,1.6,402.58,32.78,0.78,8.51,2.18,18.91,1.13,364705660.03,Kartoshka
,0-20 sm,Gill,28.8408924072539,1.9405,6.98151948607951,5.44176651958396,65.89,25.1978154342294,250.461400054142,1.63,388.46,39.44,3.76,9.64,2.09,11.26,0.96,1724044077.81,Kartoshka
,0-20 sm,Gill,39.9326598102469,1.957,6.28794191002161,5.58112065236496,66.01,27.1447251174955,193.940415209826,0.89,342.05,31.93,0.78,,1.24,9.57,0.96,456798612.15,Kartoshka
,0-20 sm,Gill,27.1388209711763,1.9735,7.09186361448165,5.72047478514596,28.36,19.8169682128322,232.640872141752,1.65,352.61,42.01,2.23,9.56,,14.75,0.33,2394218165.56,Kartoshka
NTXM-147,0-20 sm,Gill,36.6026177290549,1.99,6.14036526876366,5.85982891792696,31.28,24.1150545518727,251.724219352568,1.86,338.95,31.27,3.26,8.49,1.39,15.96,0.71,159106216.6,Kartoshka
NTTM-109,0-20 sm,Gill,28.1964460604967,2.0065,6.65331724887442,5.99918305070796,51.25,26.6564255824735,223.466259070629,1.4,379.5,38.67,3.64,8.92,2.55,14.81,0.9,,Kartoshka
NMNX-1223,0-20 sm,Gill,28.4794535092699,2.023,6.26733292457017,6.13853718348896,51.3,23.3562609003227,234.67812425523,1.29,360.34,37.31,2.72,8.49,2.88,13.32,1.01,424927653.76,Kartoshka
NMNX-1344,0-20 sm,Gill,27.3097819451809,2.0395,6.66150091584302,6.27789131626996,50.96,26.277470529785,235.224893722565,0.98,371.62,35.08,3.31,7.04,,13.86,0.99,1698185439.07,Kartoshka
NTXM-148,0-20 sm,Gill,24.2467730258211,2.056,7.38821617301812,6.41724544905096,30.28,27.1917297803776,288.753020081426,2.03,310.15,33.07,3.16,9.9,,9.57,,,Kartoshka
NMNX-140,0-20 sm,Gill,35.1122334303404,2.0725,7.36776015612168,6.55659958183196,53.15,24.3314820061986,179.241847406386,1.21,349.94,45.18,1.12,8.11,1.73,14.46,,176646901.05,Kartoshka
NTTM-110,0-20 sm,Gill,25.7684672254629,2.089,7.33861460598395,6.69595371461296,22.67,19.3460138822371,266.123064906679,2.31,306.79,31.13,1.2,6.61,,26.55,1.17,979521055.68,Kartoshka
NMNX-1224,0-20 sm,Gill,37.1148808958353,2.1055,7.42102631092684,6.83530784739396,37.66,20.9844374841734,287.966628426722,1.01,331.51,46.22,2.48,8.93,1.76,14.3,1.13,926216147.96,Kartoshka
NTXM-149,0-20 sm,Gill,36.2972173236161,2.122,7.00101655386074,6.97466198017496,28.79,16.2043413617355,202.285938915841,0.76,363.76,40.5,3.42,7.54,1.48,9.14,0.83,,Kartoshka
,0-20 sm,Gill,36.9283939709112,2.1385,6.13734822918569,7.11401611295596,21.55,21.6767354322478,286.885774820624,1.91,320.09,30.21,,6.17,0.96,16.26,0.63,875899741.85,Kartoshka
NMNT-142,0-20 sm,Gill,22.334020808444,2.155,6.25503686708993,7.25337024573696,24.29,28.5529870729913,196.56705922754,0.91,,34.92,3.04,,2.19,11.42,0.98,778268209.54,Kartoshka
NTTM-111,0-20 sm,Gill,34.4097336810164,2.1715,6.21119122482562,7.39272437851796,31.74,24.7492871384697,241.201867850017,2.22,394.77,37.36,1.61,8.57,2.09,15.19,,139980616.35,Bug'doy
NMNX-1225,0-20 sm,Gill,38.7048088099445,2.188,6.81389590964414,7.53207851129896,47.66,19.7959318565377,186.931016015354,1.11,386.4,35.14,3.14,9.06,2.41,11.32,0.9,2067013997.93,Bug'doy
NTXM-150,0-20 sm,Gill,20.0534953832982,2.2045,7.30200222846466,7.67143264407996,63.01,26.9771331126561,222.497468715875,,352.45,33.46,1.22,6.21,1.62,12.08,1.26,,Bug'doy
NMNX-142,0-20 sm,Gill,38.7283921398527,2.221,7.07358556711632,7.81078677686096,37.03,16.7070190436979,253.002799047355,1.66,338.66,36.03,1.65,7.62,2.25,8.55,0.91,125533620.17,Bug'doy
NTXM-151,0-20 sm,Gill,20.4449832855268,2.2375,6.89767811012619,1.59,30.49,29.7672936242296,286.036603312436,2.29,330.94,36.08,2.69,8.09,1.74,11.89,1.27,105868443.08,Bug'doy
NMNT-143,0-20 sm,Gill,33.9302497703121,2.254,6.46917840709678,1.67,28.75,29.936549205943,298.582757540639,1.35,330.17,38.02,0.66,9.03,1.7,18.62,0.86,1622380067.63,Bug'doy
NTTM-112,0-20 sm,Gill,37.6715221038643,2.2705,6.64489572671913,3.02,23.53,15.8374138023723,297.799791768453,0.89,325.16,33.2,0.56,6.43,,13.37,0.6,2091497355.75,Bug'doy
NMNX-1226,0-20 sm,Gill,35.9084799327389,2.287,6.43233876961558,0.8,21.27,25.0901226005266,277.228400868089,1.06,322.25,39.59,2.1,8.66,,11.82,1.05,454044557.91,Bug'doy
NMNX-1347,0-20 sm,Gill,37.0329492438807,2.3035,6.80583941124401,4.84,33.2,24.2688119590896,255.303706035489,1.79,326.8,32.46,1.46,6.79,0.56,8.43,1.04,692979287.43,Bug'doy
NTXM-151,0-20 sm,Gill,26.2720322741922,2.32,6.33846302945923,3.68,29.68,28.5921800302611,249.60194627641,2.03,293.01,30.13,1.92,10.43,1.5,12.7,0.88,,Bug'doy
NMNT-144,0-20 sm,Gill,30.5671252291716,2.3365,6.65957239225408,4.374,11.8,21.7652805428602,193.112162287944,,317.83,38.54,3.6,9.56,2.98,6.88,0.85,2239208228.41,Bug'doy
NTTM-113,0-20 sm,Gill,20.9825095303591,2.353,6.71208400430293,4.88085714285714,27.93,25.5644250641358,287.002737422865,1.91,353.41,35.67,2.51,9.45,1.06,11.5,0.95,811524865.99,Bug'doy
NMNX-1227,0-20 sm,Gill,35.0724659940598,2.3695,7.01227643179738,5.38771428571428,49.37,18.9103232099952,261.690157306475,0.53,348.81,40.23,3.76,5.45,1.33,14.18,0.69,1485027176.73,Bug'doy
NMNX-1348,0-20 sm,Gill,25.85364822479,2.386,6.88246441866447,5.89457142857143,48.65,23.046816214362,262.540849697909,2.05,339.37,36.21,0.72,7.07,2.49,24.22,0.61,1589934605.57,Bug'doy
NTXM-152,0-20 sm,Gill,36.4223934616155,2.4025,7.19693005993829,6.40142857142857,36.31,22.1955933555791,188.669919662827,1.14,365.37,39.35,3.93,7.64,1.47,48.19,0.88,617823725.71,Bug'doy
NMNT-145,0-20 sm,Gill,34.6956283369639,2.419,7.22207574268265,6.90828571428571,53.47,22.2974776335902,296.485650517407,1,352.16,30.08,0.9,8.47,2.41,41.7,0.71,255416590.6,Bug'doy
NTXM-153,0-20 sm,Gill,28.6087174330612,2.4355,6.48351283798756,7.41514285714285,35.83,29.8490775403289,183.257504395993,0.97,361.05,44.17,1.3,7.42,2.61,14.37,0.57,1262828191.62,Bug'doy
NMNX-145,0-20 sm,Gill,24.9073034913457,2.452,6.32882022222672,7.922,41.04,26.4912896127455,263.677726330993,2.04,348,35.94,2.73,8.02,1.76,7.99,0.45,1859886363.18,Bug'doy
NTTM-115,0-20 sm,Gill,36.7806068784,2.4685,6.24561398763573,8.42885714285714,35.37,24.4959570150677,188.348785534308,1.96,364.33,42.7,2.55,8.9,1.4,20.74,0.79,706010354.93,Bug'doy
