Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
NTXM-162,0-20 sm,Qumoq,7.6,1.12,0.63,0.29,14.68,88,7.2,391,426.32,981332029.95,6.5,3.66,0.26,8.4,0.54,0.08,Makkajo'xori
NMNX-394,0-20 sm,Yengil qum,7.5,1.24,0.47,0.97,16.61,163,9,338,360.61,2506113870.94,7.2,3.84,0.26,9.27,0.65,0.11,Bug'doy
Sampe-num-27,0-20 sm,Loy,7.6,1.06,0.58,0.32,22.59,138,7.7,454,319.4,1655220343.28,7.5,3.94,0.33,9.04,0.6,0.12,Bug'doy
NMNX-154,0-20 sm,Loy,7.7,1.11,0.53,0.27,27.43,188,4.6,549,366.76,536664547.79,7.9,3.49,0.34,8.45,0.43,0.12,Bug'doy
NTXM-163,0-20 sm,Qumoq,7.6,0.78,0.42,0.15,12.74,195,8.3,475,422.91,374454016.52,11.3,3.56,0.29,8.66,0.55,0.17,Makkajo'xori
NMNX-395,0-20 sm,Yengil qum,7.61,1.21,0.67,0.21,22.56,195,8.1,327,421.47,2103951558.71,8.6,3.43,0.23,8.53,0.7,0.18,Makkajo'xori
Sampe-num-28,0-20 sm,Yengil qum,7.47,1.68,0.45,0.35,21.84,264,7.2,444,346.81,,6.4,3.95,0.15,8.65,0.76,0.11,Bug'doy
NMNX-155,0-20 sm,Yengil qum,7.46,1.79,,0.29,24,182,7.7,507,389.38,267769462.79,4.4,2.35,0.25,7.54,0.55,0.14,Bug'doy
NTXM-164,0-20 sm,Yengil qum,7.52,0.55,0.44,0.35,25.8,188,5.3,496,341.62,2417087893.82,13.1,3.19,0.36,7.99,0.69,0.17,Bug'doy
NMNX-396,0-20 sm,Loy,7.43,2.76,0.52,0.38,26.34,132,6.8,570,417.75,229335177.61,8.9,2.96,0.36,8.66,0.8,0.18,Makkajo'xori
Sampe-num-29,0-20 sm,Qumoq,7.48,0.45,0.77,0.47,22.37,213,5.3,433,448.13,173858474.56,6,2.77,0.37,8.94,0.87,0.11,Makkajo'xori
NMNX-156,0-20 sm,Loy,7.46,0.92,0.68,0.53,15.16,144,8.3,370,316.27,,3.7,2.55,0.25,8.35,0.99,0.08,Bug'doy
NTXM-165,0-20 sm,Yengil qum,7.57,1.1,0.78,0.35,15.11,182,5.9,549,289.55,,5.6,2.96,0.29,8.6,0.97,0.14,Bug'doy
NMNX-397,0-20 sm,Loy,7.62,0.31,0.44,0.29,29.45,182,4.8,433,455.32,194928893.86,6.9,3.16,0.37,8.76,0.87,0.16,Makkajo'xori
Sampe-num-30,0-30,Gill,7.54,1.97,0.81,0.12,22.47,132,7.2,560,376,574453380.89,7.2,3.53,0.39,9.23,0.95,0.18,Bug'doy
NMNX-157,0-30,Gill,7.73,2.41,0.66,0.97,18.75,138,6.1,454,379.27,97208008.16,7.7,2.95,0.37,7.65,1.1,0.11,Bug'doy
NTXM-166,0-20 sm,Loy,7.58,0.84,0.78,0.76,14.75,207,5.9,391,410.02,802489527.29,8.9,2.54,0.29,7.9,1.2,0.13,Makkajo'xori
NMNX-398,0-20 sm,Loy,7.6,2.06,0.82,0.71,25.95,113,5,370,424.79,2367537837.63,10.1,2.75,0.19,7.96,0.97,0.18,Makkajo'xori
Sampe-num-31,0-20 sm,Yengil qum,7.67,1.93,0.78,0.35,26.96,220,7,359,473.4,1031950780.3,9.6,2.6,0.29,8.27,0.85,0.11,Makkajo'xori
NMNX-158,0-20 sm,Loy,7.4,1.23,0.67,0.29,20.05,126,8.1,338,,982798103.73,9.9,2.66,0.34,8.55,0.97,0.12,Bug'doy
NTXM-167,0-20 sm,Qumoq,7.37,0.84,0.51,0.38,17.76,163,6.8,327,456.02,332016004.48,8.9,2.93,0.35,8.34,0.97,0.12,Makkajo'xori
NMNX-399,0-20 sm,Qumoq,7.31,1.56,0.44,0.47,18.79,201,7.7,454,375.07,,9,3.24,0.26,8.45,1.05,0.11,Makkajo'xori
Sampe-num-32,0-30,Gill,7.44,0.9,0.41,0.35,17.45,100,8.3,570,,115627570.41,13.7,3.09,0.34,9,1.2,0.12,Bug'doy
NMNX-159,0-20 sm,Yengil qum,7.36,1.32,0.47,0.41,23.59,69,7,560,356.66,1742108801.44,4.4,3.06,0.29,9.26,1.07,0.12,Bug'doy
NTXM-168,0-20 sm,Yengil qum,7.42,0.76,0.43,0.35,16.5,289,7.9,465,302.88,980710821.94,8.9,3.24,0.36,9.73,0.77,0.14,Bug'doy
NMNX-400,0-20 sm,Gill,7.53,,0.54,0.44,21.2,333,7.5,507,352.41,605148748.78,9.6,2.75,0.23,8.45,0.85,0.17,Bug'doy
Sampe-num-33,0-20 sm,Yengil qum,7.61,1.66,0.52,0.47,18.55,,7.2,391,390.26,126850958.43,3.7,2.83,0.34,8.66,0.9,0.18,Makkajo'xori
NMNX-160,0-20 sm,Yengil qum,7.57,0.97,0.68,1,29.66,301,6.8,496,409.17,1897096941.54,13.1,2.65,0.25,8.34,0.97,0.11,Makkajo'xori
NTXM-169,0-20 sm,Qumoq,7.45,1.06,0.49,0.29,12.59,289,8.3,507,454.82,108010202.1,4.6,2.96,0.4,8.25,0.97,0.12,Makkajo'xori
NMNX-401,0-20 sm,Yengil qum,7.43,2.25,0.67,0.12,21.22,220,5.9,454,413.32,621707252.99,8.9,3.14,0.33,8.97,0.85,0.12,Makkajo'xori
Sampe-num-34,0-20 sm,Gill,7.38,1.52,0.43,0.44,14.13,232,7.7,549,312.03,,7.2,3.25,0.34,8.37,0.74,0.17,Bug'doy
NMNX-161,0-20 sm,Gill,7.54,1.25,0.65,0.47,27.24,176,7.5,539,340.64,1281434988.25,6.9,3.54,0.35,9.05,0.85,0.18,Bug'doy
NTXM-170,0-20 sm,Loy,7.59,0.96,0.48,0.35,15.47,188,6.4,496,418.5,1888330172.34,7.2,2.76,0.34,9.76,1,0.11,Makkajo'xori
NMNX-402,0-20 sm,Gill,7.43,2.18,0.52,0.53,16.48,88,6.8,539,291.98,383609065.6,4.4,2.84,0.25,9.84,0.83,0.12,Bug'doy
Sampe-num-35,0-20 sm,Gill,7.61,0.65,0.47,0.5,22.09,82,7.5,507,339.55,986269486.7,11.3,2.96,0.37,8.94,0.94,0.17,Bug'doy
NMNX-162,0-20 sm,Yengil qum,7.57,1.29,0.41,0.65,14.39,169,5.9,338,436,967012954.64,8.6,3.15,0.27,9.09,0.99,0.19,Makkajo'xori
NTXM-171,0-20 sm,Gill,7.42,0.6,0.58,0.24,28.69,245,6.1,496,328.8,961480780.39,2.5,2.84,0.24,7.73,0.94,0.07,Bug'doy
NMNX-403,0-20 sm,Gill,7.48,1.55,0.57,0.59,16.73,270,7.9,253,363.1,,3.1,2.49,0.24,7.74,0.52,0.14,Bug'doy
Sampe-num-36,0-30,Qumoq,7.31,2.03,0.41,0.85,17.34,345,8.1,338,435.56,130627375.82,6,2.42,0.34,8.64,0.65,0.15,Paxta
NMNX-163,0-20 sm,Gill,7.54,1.09,0.55,0.47,28.73,333,7.7,275,353.18,1885638135.12,7.5,2.53,0.36,8.66,0.46,0.18,Bug'doy
NTXM-172,0-20 sm,Gill,7.29,1.9,0.62,0.44,18.43,282,6.8,306,277.4,,6.4,2.65,0.27,8.45,0.57,0.1,Bug'doy
NMNX-404,0-20 sm,Qumoq,7.47,1.42,0.51,0.71,29.29,282,8.3,486,427.31,111170006.39,3.2,2.66,0.26,8.57,0.64,0.14,Makkajo'xori
Sampe-num-37,0-20 sm,Qumoq,7.41,2.04,0.63,0.76,29.28,270,8.1,296,391.92,1401821762.27,4.2,2.48,0.34,8.67,0.63,0.15,Makkajo'xori
NMNX-164,0-20 sm,Gill,7.39,0.28,0.58,0.44,13.95,289,6.1,359,339.74,1824154646.46,6,2.36,0.33,7.73,0.66,0.09,Bug'doy
NTXM-173,0-20 sm,Gill,7.41,2.15,0.54,0.53,25.96,201,7.5,391,323.58,678256059.39,7.2,2.38,0.23,7.84,0.77,0.22,Bug'doy
NMNX-405,0-20 sm,Gill,7.35,1.68,0.67,0.88,13.78,213,8.3,444,369.48,155907355.47,6.3,2.28,0.26,8.44,0.48,0.24,Bug'doy
Sampe-num-38,0-20 sm,Gill,7.57,0.96,0.61,0.26,24.46,270,6.4,539,336.7,785803298.39,4.8,2.47,0.27,6.95,0.52,0.21,Bug'doy
NMNX-165,0-30,Loy,7.54,1.95,0.59,0.29,20.95,207,5.9,348,387,1723022008.01,3,3.44,0.37,7.46,0.64,0.18,Paxta
NTXM-174,0-20 sm,Qumoq,7.68,1.14,0.51,0.62,17.41,295,8.3,602,410.5,71649102.49,3.1,2.54,0.34,7.32,0.43,0.1,Makkajo'xori
NMNX-406,0-20 sm,Qumoq,7.73,0.59,0.57,0.82,16.48,251,5.3,338,461.64,1139267451.95,3.2,2.68,0.23,7.24,0.44,0.09,Makkajo'xori
Sampe-num-39,0-20 sm,Gill,7.51,1.03,0.41,0.5,13.65,276,6.8,507,321.87,,4,2.67,0.24,6.44,0.57,0.18,Bug'doy
NMNX-166,0-20 sm,Qumoq,7.62,0.37,0.67,0.47,20.46,163,7.5,359,427.6,998174907.66,4.5,2.75,0.24,6.56,0.64,0.21,Makkajo'xori
NTXM-175,0-20 sm,Loy,7.71,1.35,0.67,0.74,28.9,213,7,327,450.73,1208808472.16,5.1,3.46,0.25,8.47,0.76,0.1,Makkajo'xori
NMNX-407,0-20 sm,Qumoq,7.4,2.96,0.43,0.12,23.85,207,6.1,454,371.26,102194367.56,2.5,3.93,0.35,8.68,0.88,0.06,Makkajo'xori
Sampe-num-40,0-20 sm,Gill,7.67,1.23,0.72,0.35,12.37,200,6.8,391,429.91,502357439.73,3,2.93,0.37,8.65,0.96,0.07,Bug'doy
NMNX-167,0-20 sm,Gill,7.71,1.01,0.64,0.32,28.43,301,7.2,412,427.88,1756389589.99,4,2.63,0.29,7.76,0.83,0.09,Bug'doy
NTXM-176,0-20 sm,Gill,7.78,2.56,0.56,0.53,27.63,188,6.4,422,334.42,193028797.22,4.2,2.72,0.23,7.74,0.43,0.08,Bug'doy
NMNX-408,0-20 sm,Gill,7.71,1.81,0.48,0.5,18.32,201,7.5,465,400.29,2072508983.6,5.1,2.87,0.22,7.72,0.72,0.18,Bug'doy
Sampe-num-41,0-20 sm,Gill,7.62,0.66,0.45,0.76,22.67,207,5.9,243,433.67,1136203723.67,7.2,2.47,0.24,7.63,0.73,0.21,Bug'doy
NMNX-168,0-20 sm,Qumoq,7.53,2.15,0.71,0.82,13.76,307,6.6,401,,,3,2.93,0.34,7.84,0.67,0.24,Makkajo'xori
NTXM-177,0-20 sm,Gill,7.64,1.37,0.67,0.26,16.08,207,7.7,380,302.26,1094792461.81,4.2,3.93,0.26,8.85,0.68,0.27,Bug'doy
NMNX-409,0-20 sm,Qumoq,7.38,1.52,0.82,0.88,22.22,326,8.3,285,429.6,1380662395.81,4.3,3.63,0.27,8.96,0.63,0.18,Makkajo'xori
Sampe-num-42,0-20 sm,Gill,7.59,1.48,0.33,0.56,22.72,270,6.8,296,308.84,258170422.98,5.1,3.74,0.26,8.73,0.74,0.15,Bug'doy
NMNX-169,0-20 sm,Yengil qum,7.43,1.49,0.67,0.85,16.38,195,4.8,496,445.82,735246338.33,3.5,2.45,0.27,6.73,0.74,0.18,Makkajo'xori
NTXM-178,0-20 sm,Gill,7.61,1.97,0.58,0.88,23.76,182,8.3,338,309.61,,4.2,2.56,0.26,7.83,0.71,0.16,Bug'doy
NMNX-410,0-20 sm,Loy,7.77,0.76,0.61,0.24,17.9,295,4.8,348,422.8,61036601.3,2.5,2.84,0.25,7.73,0.12,0.07,Makkajo'xori
Sampe-num-43,0-20 sm,Gill,7.63,0.91,0.73,0.29,17.68,151,7.5,327,345.81,1369189809.13,4.8,2.49,0.33,7.23,0.63,0.18,Bug'doy
NMNX-170,0-20 sm,Qumoq,7.44,2.14,0.66,0.26,15.86,333,5.9,391,445.18,1991081491.54,5,3.51,0.26,7.35,0.25,0.15,Makkajo'xori
NTXM-179,0-20 sm,Qumoq,7.45,1.32,0.34,0.5,17.55,157,6.4,327,451.17,2431672731.62,5.1,2.56,0.35,8.75,0.14,0.14,Makkajo'xori
NMNX-411,0-20 sm,Gill,7.62,0.71,0.41,0.76,18.75,370,5,496,345.11,210294384.49,6.2,2.44,0.34,8.36,0.25,0.09,Bug'doy
Sampe-num-44,0-20 sm,Yengil qum,7.43,1.64,0.38,0.59,15.93,163,5.9,317,410.6,81399044.13,3.5,3.43,0.34,8.32,0.16,0.1,Makkajo'xori
NMNX-171,0-20 sm,Loy,7.51,0.58,0.85,0.26,22.95,377,6.8,327,428.84,817570616.34,4,3.63,0.25,7.84,1.08,0.13,Makkajo'xori
NTXM-180,0-20 sm,Yengil qum,7.34,0.11,0.61,0.24,18.97,264,7.9,391,444.68,212391563.6,3,2.44,0.25,7.44,0.22,0.21,Makkajo'xori
NMNX-412,0-20 sm,Qumoq,7.49,1.9,0.67,0.5,25.76,358,7.2,359,425.85,172345259.37,2.5,2.64,0.26,7.55,0.29,0.19,Makkajo'xori
Sampe-num-45,0-20 sm,Gill,7.38,1.27,0.53,0.76,21.89,320,4.6,422,340.77,702077568.14,6,,0.24,7.66,0.18,0.07,Bug'doy
NMNX-172,0-20 sm,Loy,7.67,1.06,0.7,0.74,24.25,126,7.5,444,429.63,,7.1,2.43,0.35,7.77,1.96,0.1,Makkajo'xori
NTXM-181,0-20 sm,Loy,7.53,2.1,0.62,0.38,14.28,333,6.8,327,458.74,2387350288.93,3.5,3.44,0.26,7.84,0.45,0.12,Makkajo'xori
NMNX-413,0-20 sm,Loy,7.62,0.62,0.64,0.15,14.49,213,8.6,348,435.48,1084666055.33,4,3.45,0.27,8.43,0.86,0.13,Makkajo'xori
Sampe-num-46,0-20 sm,Qumoq,7.61,1.85,0.71,0.24,23.48,245,5.9,285,422.32,358769425.31,4.8,2.56,0.34,7.54,0.1,0.15,Makkajo'xori
NMNX-173,0-20 sm,Gill,7.58,1.92,0.45,0.21,26.25,157,5,401,363.45,465288143.18,3.5,2.67,0.32,7.45,0.64,0.19,Bug'doy
NTXM-182,0-20 sm,Gill,7.66,2.09,0.63,0.47,20.66,213,5.7,507,345.28,190478366.8,4.8,2.74,0.33,7.68,0.73,0.18,Bug'doy
NMNX-414,0-30,Yengil qum,7.65,1.48,0.78,0.76,28.73,82,7.5,391,396.43,296303396.2,6,4.44,0.27,7.73,0.83,0.21,Paxta
Sampe-num-47,0-20 sm,Gill,7.66,0.42,0.53,0.74,20.13,195,5.9,422,345.35,1659031842.25,7.1,3.44,0.27,8.74,0.43,0.25,Bug'doy
NMNX-174,0-20 sm,Gill,7.71,0.72,0.67,1.03,15.11,100,6.8,560,335.99,239599177.96,6.2,2.45,0.38,8.25,1.54,0.07,Bug'doy
NTXM-183,0-20 sm,Gill,7.61,,0.62,1.09,14.24,238,5.7,454,319.57,370199852.75,3.5,2.56,0.34,7.36,1.1,0.14,Bug'doy
NMNX-415,0-20 sm,Qumoq,7.54,0.57,0.44,0.82,26.35,213,59.2,539,401.85,2981567390.14,4,2.67,0.33,7.58,0.64,0.1,Makkajo'xori
Sampe-num-48,0-20 sm,Gill,7.42,0.82,0.53,0.82,25.58,6,7.2,285,282.16,1557124995.8,2.8,2.68,0.34,7.34,0.73,0.12,Bug'doy
NMNX-175,0-20 sm,Loy,7.43,0.6,0.58,0.26,13.98,257,6.4,243,341.38,265462433.4,3.9,3.74,0.34,8.94,0.84,0.13,Makkajo'xori
NTXM-184,0-20 sm,Gill,7.52,1.38,0.62,0.29,21.53,188,5.7,317,288.15,643183963.86,4.2,3.43,0.25,8.84,0.09,0.08,Bug'doy
NMNX-416,0-20 sm,Qumoq,7.47,1.17,0.58,0.53,21.6,144,8.3,296,431.99,997776822.73,3.5,3.43,0.24,7.45,0.93,0.09,Makkajo'xori
Sampe-num-49,0-20 sm,Qumoq,7.54,0.48,0.43,0.79,29.52,238,6.8,327,403.73,1593007344.59,4.8,2.44,0.35,7.36,0.93,0.09,Makkajo'xori
NMNX-176,0-20 sm,Gill,7.33,1.38,0.59,0.76,28.87,157,5,444,416.09,,6.2,2.45,0.34,7.98,0.83,0.18,Bug'doy
NTXM-185,0-20 sm,Gill,7.48,1.66,0.37,0.15,15.08,195,6.8,391,353.14,111941046.74,3.5,2.56,,7.35,0.62,0.1,Bug'doy
NMNX-417,0-20 sm,Loy,7.53,1.66,0.65,0.12,16.36,63,5.9,454,442.54,201472692.31,6,3.43,0.23,8.24,0.43,0.18,Makkajo'xori
Sampe-num-50,0-20 sm,Gill,7.51,1.89,0.58,0.1,26.48,238,7.2,444,312.17,76707220.88,5.43,7.05,0.38,8.63,1.56,0.73,Bug'doy
NMNX-177,0-20 sm,Gill,7.43,1.03,0.59,0.49,25.94,163,7.5,560,281.03,478283511.63,7.54,4.63,0.51,12.84,0.85,0.48,Bug'doy
NTXM-186,0-20 sm,Gill,7.47,0.75,0.63,0.2,26.26,232,6.1,391,362.1,612975373.9,10.26,8.02,0.6,9.63,1.53,0.32,Bug'doy
NMNX-418,0-20 sm,Qumoq,7.71,,0.61,0.59,18.93,132,6.8,327,446.48,2949848140.78,5.13,6.32,0.79,7.51,1.87,0.55,Makkajo'xori
Sampe-num-51,0-20 sm,Gill,7.64,0.63,0.44,0.39,21.13,207,7.5,444,364.85,,8.75,5.5,0.53,13.25,1.25,0.42,Bug'doy
NMNX-178,0-20 sm,Loy,7.62,0.67,0.62,0.29,15.74,195,8.1,327,427.35,272079130.03,6.33,9.06,0.48,18.54,0.63,0.25,Makkajo'xori
NTXM-187,0-20 sm,Qumoq,7.53,0.52,0.53,1.07,20.9,138,6.6,317,395.46,648709475.51,11.16,7.51,0.35,11.69,0.8,0.34,Makkajo'xori
NMNX-419,0-20 sm,Gill,7.41,1.22,0.51,0.68,22.61,251,7.5,359,320.19,,4.52,4.56,0.29,12.58,1.35,0.69,Bug'doy
Sampe-num-52,0-20 sm,Qumoq,7.57,,0.62,0.39,15.87,207,6.8,433,399.72,,8.14,8.04,0.62,9.63,1.74,0.8,Makkajo'xori
NMNX-179,0-20 sm,Gill,7.41,1.25,0.42,0.78,20.14,307,7.2,338,331.56,,11.76,5.26,0.47,11.53,0.65,0.57,Bug'doy
NTXM-188,0-20 sm,Gill,7.67,1.48,0.63,0.49,17.63,264,5.3,422,374.69,2794514490.96,6.64,9.26,0.51,8.56,0.84,0.48,Bug'doy
NMNX-420,0-20 sm,Qumoq,7.63,2.1,0.43,0.1,26.92,201,7.5,348,435.16,1246920469.52,5.43,7.51,0.38,17.59,1.32,0.34,Makkajo'xori
Sampe-num-53,0-20 sm,Gill,7.62,0.56,0.51,0.59,29.01,257,8.1,444,377.71,,3.62,8.02,0.57,9.53,1.85,0.42,Bug'doy
NMNX-180,0-20 sm,Loy,7.71,1.41,0.71,0.39,18.52,144,5,327,444.55,1017342508.44,7.84,5.03,0.36,11.06,0.69,0.31,Makkajo'xori
NTXM-189,0-20 sm,Yengil qum,7.53,1.67,0.54,0.88,15.66,251,5.7,275,434.04,147727011.36,9.35,9.22,0.47,5.09,1.02,0.44,Makkajo'xori
NMNX-421,0-20 sm,Gill,7.51,3.24,0.61,0.29,19.63,182,7.5,338,,718204758.83,2.8,2.84,0.24,7.73,0.94,0.14,Bug'doy
Sampe-num-54,0-20 sm,Gill,7.18,0.6,0.64,0.26,15.1,289,14.5,549,305.72,865736865.02,3.1,2.44,0.23,6.74,0.42,0.24,Bug'doy
NMNX-181,0-20 sm,Yengil qum,7.61,1.21,0.51,0.53,14.82,75,8.1,327,415.53,577908093.48,4.2,3.33,0.25,6.75,0.56,0.18,Makkajo'xori
NTXM-190,0-20 sm,Yengil qum,7.67,1.28,0.62,0.79,15.69,220,9,401,433.57,507056858.79,3.5,2.87,0.23,7.76,0.47,0.21,Makkajo'xori
NMNX-422,0-20 sm,Qumoq,7.71,1.19,0.48,0.18,17.38,282,7,401,432.56,208991501.17,2.5,2.48,0.24,7.64,0.67,0.1,Makkajo'xori
Sampe-num-55,0-20 sm,Yengil qum,7.65,0.77,0.54,0.24,11.62,195,6.6,391,421.02,330624879.29,3.5,2.43,0.34,4.64,0.74,0.12,Makkajo'xori
NMNX-182,0-20 sm,Gill,7.67,0.66,0.58,0.79,19.57,176,8.6,507,324.8,2195407546.91,4.8,3.56,0.27,5.73,0.64,0.09,Bug'doy
NTXM-191,0-20 sm,Yengil qum,7.72,1.16,0.56,0.82,24.02,182,7.7,444,418.93,182310700.82,4.1,2.68,0.27,6.77,0.55,0.06,Makkajo'xori
NMNX-423,0-20 sm,Gill,7.68,1.01,0.62,0.5,23.06,226,8.3,465,360.15,662568820.18,6,2.48,0.27,6.77,0.44,0.19,Bug'doy
Sampe-num-56,0-20 sm,Gill,7.7,1.01,0.64,0.47,24.62,257,7.9,380,,659208253.04,7.2,3.44,0.34,6.84,0.67,0.09,Bug'doy
NMNX-183,0-20 sm,Loy,7.71,1.06,0.48,0.76,22.81,276,9.2,338,359.29,864776957.95,3.5,2.54,0.24,7.77,0.64,0.12,Makkajo'xori
NTXM-192,0-20 sm,Qumoq,7.65,1.43,0.44,0.71,17.89,270,9,475,486.25,531951968.7,4.8,3.63,0.24,7.75,0.74,0.15,Makkajo'xori
NMNX-424,0-20 sm,Qumoq,7.76,0.69,0.39,0.41,24.42,295,78.9,454,376.53,763482760.32,5.2,2.74,0.25,8.73,0.44,0.21,Makkajo'xori
Sampe-num-57,0-20 sm,Gill,7.62,0.85,0.54,0.44,21.41,232,7,465,296.21,231972208.63,6.2,2.82,0.36,8.52,0.64,0.1,Bug'doy
NMNX-184,0-20 sm,Yengil qum,7.77,0.98,0.52,0.74,10.47,245,9.6,528,394.44,,3.5,2.43,0.27,7.46,0.63,0.08,Makkajo'xori
NTXM-193,0-20 sm,Qumoq,7.65,1.58,0.6,0.71,22.54,251,9,444,410.01,74497047.44,4.2,3.74,0.28,8.63,0.73,0.07,Makkajo'xori
NMNX-425,0-20 sm,Gill,7.63,1.52,0.65,0.24,25.85,213,8.6,433,372.43,99958656.21,5.3,3.74,0.39,7.72,0.65,0.18,Bug'doy
Sampe-num-58,0-20 sm,Gill,7.6,0.73,0.55,0.68,17.96,339,7.5,665,274.08,483007088.65,4.2,3.85,0.28,6.73,0.43,0.21,Bug'doy
NMNX-185,0-30,Qumoq,7.4,1.06,0.44,0.82,14.06,351,14.9,327,377.64,382216371.37,3.8,2.46,0.29,7.72,0.63,0.1,Paxta
NTXM-194,0-20 sm,Yengil qum,7.5,1.48,0.46,0.5,24.96,264,5,486,391.28,2065821739.26,4.2,2.47,0.27,8.75,0.66,0.12,Makkajo'xori
NMNX-426,0-20 sm,Gill,7.3,0.98,0.53,0.5,17.84,358,12.3,612,348.22,1059028191.21,3.5,2.58,0.24,8.72,0.74,0.12,Bug'doy
Sampe-num-59,0-20 sm,Gill,7.1,1.56,0.67,0.24,13.61,370,11.2,655,296.1,163876549.27,4,2.63,0.23,8.43,,0.15,Bug'doy
NMNX-186,0-20 sm,Loy,,1.46,0.68,0.53,27.92,333,7,581,426.34,560056952.7,4.1,3.73,0.23,,0.75,0.18,Makkajo'xori
NTXM-195,0-20 sm,Qumoq,,0.78,0.52,0.15,16.92,282,9.9,391,396.1,1189186012.51,4.3,3.77,0.24,7.64,0.65,0.1,Makkajo'xori
NMNX-427,0-20 sm,Gill,,1.65,0.29,0.79,22.82,257,7.5,887,270.3,1837721124.66,4.5,2.84,0.26,6.76,0.67,0.12,Bug'doy
Sampe-num-60,0-20 sm,Gill,,1.25,0.6,0.82,13.41,301,12.9,634,357.49,1441666452.3,6,2.43,0.24,7.68,0.78,0.12,Bug'doy
NMNX-187,0-20 sm,Qumoq,7.2,1.13,0.31,0.38,25.56,333,6.6,729,419.77,,7.1,2.94,0.24,7.63,0.83,0.15,Makkajo'xori
NTXM-196,0-20 sm,Gill,7.1,1.99,0.52,0.44,29.6,195,11.2,348,295.13,,3.5,2.94,0.34,8.44,0.94,0.15,Bug'doy
NMNX-428,0-20 sm,Gill,7.4,1.04,0.31,0.41,16.71,314,11.4,475,335.28,138317936.31,4.5,2.85,0.26,6.58,0.45,0.1,Bug'doy
Sampe-num-61,0-20 sm,Gill,7.5,1.25,0.43,0.24,18.51,351,6.8,813,301.33,112978409.56,3.5,2.48,0.28,7.72,0.12,0.07,Bug'doy
NMNX-188,0-20 sm,Qumoq,7.3,1.72,0.36,0.26,17.48,339,8.1,549,451.77,1406442642.19,4.1,2.58,0.27,7.44,0.63,0.09,Makkajo'xori
NTXM-197,0-20 sm,Gill,7.4,0.64,0.65,0.59,19.17,264,14.3,486,317.17,1056013257.59,5.2,2.47,0.27,7.54,0.45,0.08,Bug'doy
NMNX-429,0-20 sm,Qumoq,7.6,0.96,0.34,0.78,29.16,169,5.3,327,444.26,141968715.61,4.52,5.26,0.26,6.32,1.02,0.48,Makkajo'xori
Sampe-num-62,0-20 sm,Yengil qum,7.5,0.94,0.68,0.88,22.77,333,7.9,465,420.4,829020478.26,7.84,2.51,0.38,15.02,0.86,0.59,Makkajo'xori
NMNX-189,0-20 sm,Gill,7.3,1.45,0.59,0.1,28.11,370,9.4,729,333.76,469308849.05,5.13,8.05,0.51,11.25,0.53,0.29,Bug'doy
NTXM-198,0-20 sm,Gill,7.1,1.41,0.57,0.78,19.46,326,6.8,433,329.85,1830669841.11,6.64,4.21,0.24,4.51,1.25,0.42,Bug'doy
NMNX-430,0-20 sm,Gill,7.4,0.96,0.42,0.59,15.05,251,10.7,528,394.4,,4.22,9.02,0.22,9.32,1.03,0.32,Bug'doy
Sampe-num-63,0-20 sm,Yengil qum,7.3,1.09,0.31,0.29,16.95,301,4.4,507,400.14,264332865.97,5.43,10.52,0.37,10.52,0.87,0.67,Makkajo'xori
NMNX-190,0-20 sm,Gill,7.2,0.85,0.3,1.07,22.55,270,10.5,560,365.48,2480471560.51,6.64,7.45,0.48,15.33,1.54,0.27,Bug'doy
NTXM-199,0-20 sm,Gill,7.1,1.41,0.34,0.78,25.75,320,7.5,475,271.74,832621090.74,3.62,6.32,0.25,4.85,0.96,0.48,Bug'doy
NMNX-431,0-20 sm,Gill,,1.04,0.65,0.39,21.27,282,9.4,570,368.9,76059566.37,5.13,2.05,0.39,12.06,1.02,0.34,Bug'doy
Sampe-num-64,0-20 sm,Qumoq,,1.75,0.33,0.98,23.95,301,9.9,549,441.97,559317530.39,7.54,8.12,0.45,8.54,0.53,0.42,Makkajo'xori
NMNX-191,0-20 sm,Yengil qum,,0.87,0.68,0.49,19.28,295,7,602,428.16,671278206.19,9.65,6.02,0.26,10.26,0.55,0.31,Makkajo'xori
NTXM-200,0-20 sm,Qumoq,7.4,0.65,0.66,0.1,28.97,339,10.3,729,401.94,1040810541.98,4.22,7.45,0.33,13.26,1.23,0.61,Makkajo'xori
NMNX-432,0-20 sm,Gill,7.5,2.26,0.6,0.29,14.34,201,6.6,539,,2843315109.83,5.43,4.12,0.28,17.54,1.09,0.34,Bug'doy
Sampe-num-65,0-20 sm,Qumoq,7.6,1.1,0.59,0.88,26.79,320,7.9,486,436.21,,6.64,6.33,0.27,11.02,0.63,0.46,Makkajo'xori
NMNX-192,0-20 sm,Gill,7.3,0.61,0.37,0.39,22.84,289,10.7,549,332.12,1433826750.13,4.83,5.02,0.45,19.22,1.84,0.17,Bug'doy
NTXM-201,0-20 sm,Gill,7.2,1.08,0.24,0.68,13.95,251,6.8,528,296.75,56105242,9.65,9.32,0.29,11.32,0.53,0.29,Bug'doy
