"Sample","Layer (cm)","Mechanical Composition","FC (%)","Soil Density (g/cm³)","pH","Soil EC (mS/cm)","Nitrogen (mg/kg)","Phosphorus (mg/kg)","Potassium (mg/kg)","Humus (%)","Mg (mg/kg)","S (mg/kg)","Zn (mg/kg)","Mn (mg/kg)","B (mg/kg)","Fe (mg/kg)","Cu (mg/kg)","Microorganisms (CFU/g)","crop"
"TSPD-2001","0-20 sm","Gill","38.837828060571","15.929902071725","7.4747725467608","0.31826586029702","62.74","24.359602616948","282.38450221682","0.66","433.67","347.34","0.86","11.24","2.08","75.35","1.13","1136203723.67","Bug'doy"
"NTTM-114","0-20 sm","Gill","25.551104024943","18.501775633646","6.1795850476243","0.34804666669702","19.03","23.026323763002","216.76606557804","1.37","302.26","454.9","3.6","6.63","2.02","109.36","1.02","1094792461.81","Bug'doy"
"NMNX-1108","0-20 sm","Gill","27.798496844184","25.921547048093","6.8669292343925","0.21282450315616","22.07","23.386888642797","272.6927147204","1.48","308.84","","3.21","7.06","","97.02","0.58","258170422.98","Bug'doy"
"TSPD-2002","0-20 sm","Gill","28.654068905087","20.313227496744","6.7764996211927","0.46877118024491","30.96","22.49872328024","162.64976630602","1.97","309.61","499.38","0.83","6.64","","87.40","0.59","","Bug'doy"
"NTTM-115","0-20 sm","Gill","27.003988872925","19.276200046595","7.1318941032211","0.29915977837714","59.68","24.788432135582","264.18323853086","0.91","345.81","382.88","1.87","10.05","1.59","78.42","0.46","1369189809.13","Bug'doy"
"NTXM-154","0-20 sm","Gill","20.469066440157","20.482377456044","7.2858057302141","0.3293924775364","13.46","17.461523575505","244.77154768891","0.71","345.11","428.88","1.35","","2.15","98.45","1.22","210294384.49","Bug'doy"
"NMNX-1592","0-20 sm","Gill","21.161141891904","16.271004484651","7.1505335343324","0.49626214139186","35.87","17.94122891821","234.26882676053","1.27","340.77","31.3","1.67","8.72","1.9","37.51","0.63","702077568.14","Bug'doy"
"NMNX-1231","0-20 sm","Gill","29.092253956343","19.302146374567","6.1210655276955","0.47199612458977","39.86","15.616850286162","204.30342325216","1.92","363.45","38.63","2","5.92","2.79","37.08","0.73","465288143.18",""
"NMNX-136","0-20 sm","Gill","38.543473912472","25.349096093047","6.3925748522592","0.41480370333186","34.94","27.252778271911","294.24091247986","2.09","345.28","36.13","1.39","10.58","1.44","20.35","","190478366.8","Bug'doy"
"NMNX-137","0-20 sm","Gill","34.303436411639","26.352120393174","6.8120854646123","0.31403396828682","42.18","27.259560765516","182.93659619445","0.42","345.35","32.12","0.53","8.35","2.21","32.31","1.26","1659031842.25","Bug'doy"
"NTXM-146","0-20 sm","Gill","32.288008394579","24.734454172048","7.0798577672176","0.37431164899494","47.94","27.418916544721","201.80162529099","0.72","335.99","","2.48","8.28","","27.54","0.67","239599177.96","Bug'doy"
"NMNT-138","0-20 sm","Gill","39.104921277903","26.43910750406","6.0103891688353","0.45891027674584","26.23","26.549213737456","201.7304167197","","319.57","35.01","2.67","7.19","1.45","20.30","0.54","370199852.75","Bug'doy"
"NMNX-739","0-20 sm","Gill","22.058404761209","24.534605355761","6.8506898640642","0.20036488941826","18.88","19.003988044854","226.09557055983","0.82","282.16","39.91","0.85","","1.11","32.93","0.82","1557124995.8","Bug'doy"
"NTXM-146","0-20 sm","Gill","22.658517419836","16.505496107761","6.2909640102571","0.4263560327503","23.74","17.552020346826","273.15703573776","1.38","288.15","36.77","0.62","7.27","1.38","21.82","0.62","643183963.86","Bug'doy"
"NMNT-139","0-20 sm","Gill","30.093613057419","22.002002926625","7.1741675250437","0.433466174466","59.82","15.073652416473","189.57845797199","1.38","416.09","32.91","2.28","8.08","0.8","21.79","0.72","","Bug'doy"
"NTTM-108","0-20 sm","Gill","27.878979520233","26.983337441589","6.7084823644785","0.58292275811196","42.37","28.761639359955","212.62550105678","1.66","353.14","30.05","3.41","7.91","1.35","26.21","0.7","111941046.74","Bug'doy"
"NMNX-861","0-20 sm","Gill","31.5089559246","21.849019519166","7.0093326949693","0.33029241196192","38.94","18.448946421448","183.24103328934","1.89","312.17","39.48","1.19","7.88","2.5","59.31","1.09","76707220.88","Bug'doy"
"NTXM-147","0-20 sm","Gill","22.344407919003","26.106350261705","6.6818670483529","0.52364682146565","22.68","29.084456265963","239.09076063978","1.03","281.03","37.61","3.9","7.73","2.15","49.42","","478283511.63","Bug'doy"
"NMNX-139","0-20 sm","Gill","29.138483304687","25.970301076699","6.6451821205647","0.36775295051682","53.53","25.880953744848","203.65502396946","0.75","362.1","42.86","0.68","7.33","1.72","14.65","0.85","612975373.9","Bug'doy"
"NMNT-140","0-20 sm","Gill","27.567835391312","19.537758978589","7.3767822239382","0.26068146639402","54.74","15.648689449143","250.01845093235","0.63","364.85","33.9","2.77","7.22","1.89","28.09","1.02","","Bug'doy"
"NMNX-862","0-20 sm","Gill","30.467515392166","22.954611529889","6.0282364015959","0.5643618295078","24.46","29.735765476356","275.8681740254","1.22","320.19","43.05","2.45","8.26","2.5","40.18","1.04","",""
"NMNX-140","0-20 sm","Gill","27.258436382719","18.596745206323","6.6959580002929","0.40239715900582","27.43","29.369584189754","263.26463874446","1.25","331.56","","3.14","6.61","2.52","57.03","0.91","","Bug'doy"
"NTXM-149","0-20 sm","Gill","35.061844515219","21.74070981437","6.6108256897775","0.58797197144287","24.2","29.316765985484","157.76911337006","1.48","374.69","39.13","0.94","10.07","3.35","18.65","0.76","2794514490.96","Bug'doy"
"NTTM-110","0-20 sm","Gill","33.940345990043","20.779748834862","6.9347666143237","0.58651362986459","26.15","19.601754736753","280.30884789612","0.56","377.71","30.01","3.79","7.39","1.33","26.19","1.24","","Bug'doy"
"NTXM-149","0-20 sm","Gill","29.244895153704","22.068451077753","6.532252802494","0.34518418183344","43.16","18.879612601432","155.54770402375","3.24","","32.23","0.87","","","18.48","","718204758.83","Bug'doy"
"NMNX-141","0-20 sm","Gill","27.224420326462","27.112761717527","6.2523629721659","0.25468499329299","34.36","15.069531348578","153.69239127873","0.6","305.72","34.37","1.91","9.24","1.57","7.24","0.41","865736865.02","Bug'doy"
"NMNX-864","0-20 sm","Gill","31.769490858289","15.041382065897","6.7187873409508","0.53642843916056","38.01","26.917966745365","175.27558713139","0.66","324.8","34.15","2.56","8.67","1.43","13.96","0.99","2195407546.91","Bug'doy"
"NMNX-142","0-20 sm","Gill","35.443957441945","29.956762971891","6.8623211503073","0.40153448008657","27.5","17.610670341476","246.66429926574","1.01","360.15","38.62","0.77","10.67","2.11","15.86","1.03","662568820.18","Bug'doy"
"NTXM-151","0-20 sm","Gill","30.996713180716","15.569015595467","7.2538362393553","0.37060761535361","57.29","21.151579090814","281.15005737665","1.01","","35.8","1.01","","2.64","14.51","1.04","659208253.04",""
"NMNX-865","0-20 sm","Gill","37.208919595366","26.769296255554","6.4783445455637","0.48424895582935","19.34","17.970201115088","187.59752495431","0.85","296.21","38.26","3.51","7.84","2.89","11.32","0.83","231972208.63","Bug'doy"
"NTXM-152","0-20 sm","Gill","32.986306766233","29.347941898938","6.4083426143009","0.39173819624655","36.12","21.606676200156","220.3588532243","1.52","372.43","40.91","1.29","9.94","2.11","17.11","0.39","99958656.21","Bug'doy"
"NMNT-144","0-20 sm","Gill","26.69642885144","18.383953405651","6.3563225815651","0.27873388541199","19.85","28.10676332469","258.68081271304","0.73","274.08","33.97","3.47","","","13.70","0.21","483007088.65","Bug'doy"
"NMNX-866","0-20 sm","Gill","34.008887772327","29.456543600608","7.4302056045909","0.50660425875764","53.72","22.852114478739","286.16794672413","0.98","348.22","36.24","3.26","7.25","1.77","13.35","0.8","1059028191.21","Bug'doy"
"NTXM-152","0-20 sm","Gill","33.933634968124","27.092000702302","6.7734012835017","0.21956459480299","24.49","27.539876741486","222.26061467149","1.56","296.1","33.39","2.7","6.94","2.12","9.77","0.7","163876549.27","Bug'doy"
"NTTM-114","0-20 sm","Gill","35.978809722793","18.796319914768","6.2657755637836","0.34943598409613","25.04","20.235453162874","266.13861258691","1.65","270.3","","3.66","9.14","1.32","12.13","1.2","1837721124.66","Bug'doy"
"NMNX-987","0-20 sm","Gill","21.331011885896","21.485981917541","6.029162432394","0.41470803698507","58.29","22.362335302982","235.31585518827","1.25","357.49","","3.13","7.23","","9.88","0.59","1441666452.3","Bug'doy"
"NTXM-153","0-20 sm","Gill","20.705282272007","26.34998911769","7.3241841319379","0.54402369698928","13","26.132311060842","186.8167321056","1.99","295.13","","1.33","6.61","2.32","7.42","0.51","","Bug'doy"
"TSPD-2002","0-20 sm","Gill","37.805199575788","23.900108737873","7.3981378648343","0.22544243591844","50.76","19.238243458383","247.4032026391","1.04","335.28","","2.65","8.14","2.8","12.12","0.61","138317936.31",""
"Karta-113","0-20 sm","Gill","29.486554287012","24.939328953892","6.3758512939372","0.57320124008691","24.59","21.777165430337","270.39471691457","1.25","301.33","37.51","3.89","6.54","2.15","11.54","1.1","112978409.56","Bug'doy"
"NMNX-1229","0-20 sm","Gill","22.394223146671","27.341283142002","7.2648717496057","0.54184150032096","37.77","27.722467884955","220.78950394551","0.64","317.17","32.16","2.13","9.53","2.7","11.56","1.32","1056013257.59","Bug'doy"
"TSPD-2003","0-20 sm","Gill","24.647896582543","15.812057883418","6.9513167162709","0.36865202205341","50.28","28.693045721755","249.50459509944","1.45","333.76","35.41","0.83","","3.24","8.01","0.9","469308849.05","Bug'doy"
"Karta-114","0-20 sm","Gill","37.947335784387","18.275583096877","7.0411818556466","0.54729871485448","24.65","22.064529347015","274.95090630046","1.41","329.85","36.04","2.8","9.43","1.62","22.50","0.6","1830669841.11","Bug'doy"
"NTTM-116","0-20 sm","Gill","33.512015347987","26.570141492841","6.3198107262787","0.54218971752905","64.37","26.559781314919","227.60270384762","0.96","394.4","43.81","1.35","6.54","","13.92","1.07","","Bug'doy"
"NMNX-1592","0-20 sm","Gill","33.66864200455","17.561123439133","6.2395401667175","0.46564812013481","49.7","17.10235038273","160.14513783802","0.85","365.48","42.81","1.09","8.88","1.51","19.87","0.62","2480471560.51","Bug'doy"
"NTXM-155","0-20 sm","Gill","26.732765403352","16.95107489952","6.1814809397549","0.26478415800413","11.47","20.70301572326","205.24144671325","1.41","271.74","30.1","2.63","8.22","2.06","18.94","1.08","832621090.74","Bug'doy"
"TSPD-2004","0-20 sm","Gill","20.960889061178","22.713953044221","7.2547671178422","0.28586463056864","45.9","29.791234288644","209.2628533097","1.04","368.9","38.21","0.88","7.17","1.12","90.77","1.02","76059566.37","Bug'doy"
"","0-20 sm","Gill","32.781512805497","23.653283795471","7.2641618672229","0.47377891568426","26.13","19.013527487434","185.23450611143","2.26","","38.58","3.54","7.8","1.02","78.82","0.77","2843315109.83","Bug'doy"
"TSPD-2005","0-20 sm","Gill","39.74480765277","21.004791916758","6.4742491888881","0.37019527565454","33.29","28.531235000905","217.50118847153","0.61","332.12","34.73","3.93","8.76","3.03","106.18","0.97","1433826750.13","Bug'doy"
"","0-20 sm","Gill","32.923650163116","20.514349188183","6.9903332300425","0.23614089695951","33.49","16.912397423135","279.91323674641","1.08","296.75","41.98","1.39","7.43","2.37","65.70","0.33","56105242","Bug'doy"
"NTTM-118","0-20 sm","Gill","33.240950466756","22.045548076477","6.1183034079266","0.43646750755874","27.31","24.654604179004","178.87360883973","1.04","","31.7","1.81","8.12","1.37","50.05","0.48","1980879387.62","Bug'doy"
"NMNX-1232","0-20 sm","Gill","38.059100141441","18.607237801786","6.025629019725","0.34901446407189","26.06","18.386417824381","223.18413850749","2.12","311.86","38.33","1.49","","0.93","6.60","1.11","606826758.45","Bug'doy"
"NMNX-137","0-20 sm","Gill","21.885790162826","26.249844733278","6.3336847705398","0.36625918870772","19.03","23.746301610259","298.86470109532","0.81","294.48","32.69","3.43","7.18","1.45","52.90","1","1603611557.28","Bug'doy"
"NMNX-138","0-20 sm","Gill","23.734495907292","19.953381942747","7.1962604384546","0.45374730171687","35.61","20.687460127562","216.28902815925","1.07","356.68","39.37","1.86","7.18","2.24","25.94","0.96","538380680.14","Bug'doy"
"NMNT-139","0-20 sm","Gill","21.028275333535","17.53121422112","6.2666586247554","0.28736937999116","48.02","15.723032808333","290.04112616609","1.57","329.66","37.45","1.29","9.72","1.36","26.87","0.59","292974876.89","Bug'doy"
"","0-20 sm","Gill","30.134352073133","24.159560074373","6.8737223329813","0.285663606687","30.19","23.571964937867","250.88485150383","1.48","355.43","30.76","3.37","6.18","1.42","18.97","0.43","1581836184.25","Bug'doy"
"NMNX-981","0-20 sm","Gill","25.011098725079","20.628340747597","7.0957077291273","0.425017739468","20.61","19.771205392773","191.87442654018","2.24","277.54","38.48","2.11","9.26","1.65","24.50","0.53","","Bug'doy"
"NTXM-147","0-20 sm","Gill","33.222278468228","25.711725066508","7.3305739407276","0.36986701409466","51.04","21.163068240149","258.96682608498","0.84","369.91","31.96","1.32","8.27","1.72","33.61","1.15","2709028365.9","Bug'doy"
"NMNX-982","0-20 sm","Gill","36.927905138321","28.147934172825","7.0923738596992","0.33051686085499","59.5","29.901159917215","263.61677459362","0.89","424.04","41.25","2.65","8.2","1.74","38.61","1.17","475616543.84","Bug'doy"
"","0-20 sm","Gill","28.453022122927","28.818776449269","7.2490820048139","0.59708017468203","30.57","19.651290498185","234.33331266699","1.79","334.49","30.73","0.76","8.49","1.82","50.69","0.84","383231133.13","Bug'doy"
"NTXM-148","0-20 sm","Gill","21.27994950455","19.410472473107","7.0026040158076","0.50456382449118","41.08","27.119318655551","154.59423471163","1.31","285.9","38.92","1.04","7.86","1.78","47.41","0.79","749912197.82","Bug'doy"
"NMNX-140","0-20 sm","Gill","20.562513789008","27.278095892986","7.4076616077646","0.32290561938499","19.02","24.688832611416","224.08536705937","1.92","278.67","41.42","3.99","","2.32","54.96","1.1","","Bug'doy"
"NTXM-149","0-20 sm","Gill","33.010933087944","20.992363724196","6.4195842226771","0.24661307910371","12.28","16.232788378028","162.92438152572","","323.29","31.19","2.55","6","","44.47","1.22","295648291.42","Bug'doy"
"NTTM-110","0-20 sm","Gill","33.631461534212","18.477458017772","6.2850372275597","0.32867897648733","48.81","26.679437440333","257.32421988027","","377.98","32.06","2.58","9.79","1.48","33.20","0.81","389840294.93","Bug'doy"
"NTXM-149","0-20 sm","Gill","24.059254387672","16.437499663433","7.3330554268635","0.28187211547414","42.11","25.264301593565","259.31479573806","0.65","352.37","33.45","3.15","8.75","1.33","50.61","0.59","111918275.91","Bug'doy"
"NMNX-141","0-20 sm","Gill","29.997891419021","29.339764007434","7.255733955375","0.50382092511714","25.22","29.59262682221","264.73401463365","1.39","318.15","34.96","0.98","8.79","2.86","61.65","1.16","1750306368.88","Bug'doy"
"NMNT-142","0-20 sm","Gill","23.465517792304","25.097776936691","6.0912383490643","0.52841187761085","40.41","17.738564201773","207.24191175729","1.6","347.28","30.54","0.51","7.35","2.2","37.20","0.63","","Bug'doy"
"NMNX-984","0-20 sm","Gill","32.815289940455","22.134957945067","7.2757821959739","0.58861731532897","42.5","24.479729342873","231.74561999388","0.81","","36.73","3.93","6.98","2.99","33.73","0.82","","Bug'doy"
"NMNX-1105","0-20 sm","Gill","27.908557580571","21.53575810674","6.4691346088601","0.23629700438356","26.6","28.760625351832","257.6630815103","2.06","320.92","32.54","2.52","9.67","","26.06","0.59","123953348.28","Bug'doy"
"NTXM-150","0-20 sm","Gill","39.598538721706","29.437270007174","7.3980402452615","0.53211215108113","14.67","26.083860762668","193.03687719194","1.37","322.42","43.34","3.67","5.72","2.48","34.91","0.76","1955182350.53","Bug'doy"
"NTXM-151","0-20 sm","Gill","20.057477824674","18.465470118027","7.2429398172107","0.51294013566393","20.96","15.440529173735","242.56238640404","2.23","325.65","31.73","3.77","10.91","2.9","20.65","1.07","","Bug'doy"
"NMNT-143","0-20 sm","Gill","23.971951539271","21.69070013038","6.2251764291672","0.21891286321452","35.9","18.670140088046","185.4910004942","0.74","327.99","34.4","0.92","10.02","1.5","28.70","1.2","418132952.04","Bug'doy"
"NTTM-112","0-20 sm","Gill","37.041519733335","16.145729996095","6.7022226342794","0.29059515089142","12.49","22.117148824631","284.77182080046","1.85","287.9","38.29","1.58","6.18","2.91","25.84","0.6","2923685792",""
"NMNX-985","0-20 sm","Gill","20.202699886456","16.29570873928","6.9595216981135","0.36375642932394","53.36","18.123799731964","250.40408207509","2.04","345.05","34.83","3.91","7.08","0.93","25.09","1.05","1282655172.83","Bug'doy"
"NMNX-1106","0-20 sm","Gill","28.576776242743","15.45330172693","7.479142486153","0.3366277210597","22.71","29.810616069196","238.84828132995","2.05","314.86","35.29","2.25","","2.2","22.39","1.07","424485391.34","Bug'doy"
"NTXM-152","0-20 sm","Gill","22.076938061281","18.625308651725","7.4864304788499","0.33621964007324","42.84","15.456896064988","280.75819132484","1.44","362.94","35.04","1.32","6.63","1.72","25.17","1","","Bug'doy"
"","0-20 sm","Gill","29.140835427521","20.33370470626","6.9771135442295","0.57131836936863","26.76","21.751913803678","296.47137247559","","330.07","35.88","3.55","","2.37","25.76","1.34","721402129.9","Bug'doy"
"","0-20 sm","Gill","21.255556278461","23.45103379859","7.4017084276486","0.49218825723776","39.35","29.781507829053","271.23678109583","2.05","","31.2","1.96","10.23","1.2","37.36","0.84","2138243236.95","Bug'doy"
